Fecha,Región,Provincia,Distrito,Establecimiento,Tipo_Combustible,Precio_Soles_Galon
2026-08-24,Lima,Lima,San Isidro,ONCAP S.A.C.,Gasolina Regular,20.99
2026-08-24,Lima,Lima,San Isidro,RAINFOREST DC S.A.C.,Gasolina Regular,19.99
2026-08-24,Lima,Lima,San Isidro,REPSOL COMERCIAL S.A.C.,Gasolina Regular,20.99
2026-08-24,Lima,Lima,San Isidro,REPSOL COMERCIAL S.A.C.,Gasolina Regular,22.99
2026-08-24,Lima,Lima,San Isidro,REPSOL COMERCIAL S.A.C.,Gasolina Regular,22.99
2026-08-24,Lima,Lima,San Isidro,REPSOL COMERCIAL S.A.C.,Gasolina Regular,22.99
2026-08-24,Lima,Lima,San Isidro,WO S.A.,Gasolina Regular,19.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,ALTA VIDDA GAS S.A.C,Diesel DB5,23.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,CEPOCAR SRL,Diesel DB5,23.29
2026-08-24,Lima,Lima,San Juan De Lurigancho,CLARIGO S.A.C.,Diesel DB5,23.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI  S.A.,Diesel DB5,23.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A,Diesel DB5,23.59
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A,Diesel DB5,23.59
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A,Diesel DB5,24.19
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A,Diesel DB5,24.49
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A.,Diesel DB5,23.79
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A.,Diesel DB5,23.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,CORPORACION DE PETROLEOS AM S.A.C.,Diesel DB5,22.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,CORPORACION JULCAN S.A.,Diesel DB5,25.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,DISCOM SANTA ROSA S.A.C.,Diesel DB5,23.00
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESSO ENERGIA S.A.C.,Diesel DB5,24.50
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION AYLLU S.A.C.,Diesel DB5,23.29
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION DE SERVICIO CORAZON  DE JESUS S.A.C.,Diesel DB5,23.67
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION DE SERVICIOS CANTO GRANDE,Diesel DB5,24.50
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION LOS JARDINES EIRL,Diesel DB5,23.49
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION PETROGAS CAMPOY S.A.C.,Diesel DB5,23.38
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACIONES ARGUELLES S.A.C,Diesel DB5,23.49
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACIÓN DE SERVICIO PONCE  S.R.LTDA,Diesel DB5,23.38
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACIÓN DE SERVICIOS TUSILAGOS,Diesel DB5,24.15
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACIÓN SANTA ROSA,Diesel DB5,22.56
2026-08-24,Lima,Lima,San Juan De Lurigancho,EXPLORIUM S.A.C.,Diesel DB5,22.98
2026-08-24,Lima,Lima,San Juan De Lurigancho,EXPLORIUM S.A.C.,Diesel DB5,22.98
2026-08-24,Lima,Lima,San Juan De Lurigancho,FIDEL SULLCA HUAMAN,Diesel DB5,23.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,GASOCENTRO  Y AUTOSERVICIOS REAL  SAC,Diesel DB5,23.45
2026-08-24,Lima,Lima,San Juan De Lurigancho,GLMAR S.A.C.,Diesel DB5,23.95
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFO GASOIL S.A.C.,Diesel DB5,23.10
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFO LIBERTAD S.A.,Diesel DB5,23.39
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFO VALCARD S.R.L.,Diesel DB5,25.00
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFOS COPA S.A.C.,Diesel DB5,22.69
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFOS VITO S.A,Diesel DB5,25.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRUVENI SRL,Diesel DB5,22.57
2026-08-24,Lima,Lima,San Juan De Lurigancho,INVERSIONES FAGAMA S.A.C.,Diesel DB5,23.00
2026-08-24,Lima,Lima,San Juan De Lurigancho,INVERSIONES FIGUEROA S.R.L.,Diesel DB5,23.39
2026-08-24,Lima,Lima,San Juan De Lurigancho,J.W. OLIVER S.A.C.,Diesel DB5,23.10
2026-08-24,Lima,Lima,San Juan De Lurigancho,LOS CIRUELOS SAC,Diesel DB5,23.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,NEGOCIACION YA S.A.C.,Diesel DB5,22.59
2026-08-24,Lima,Lima,San Juan De Lurigancho,NEGOCIACIONES COMERCIALES NUEVO PERU E.I.R.L.,Diesel DB5,25.75
2026-08-24,Lima,Lima,San Juan De Lurigancho,PETRO  LUMARA SAC,Diesel DB5,23.98
2026-08-24,Lima,Lima,San Juan De Lurigancho,REPSOL COMERCIAL S.A.C.,Diesel DB5,26.49
2026-08-24,Lima,Lima,San Juan De Lurigancho,REPSOL COMERCIAL SAC,Diesel DB5,26.49
2026-08-24,Lima,Lima,San Juan De Lurigancho,SERVICENTRO SAN HILARION S.A,Diesel DB5,25.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,SHIN S.A.C.,Diesel DB5,23.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,SUCESION INDIVISA ARIAS ARZAPALO DEMETRIO,Diesel DB5,23.19
2026-08-24,Lima,Lima,San Juan De Lurigancho,V & Q  ASOCIADOS  S.A.C,Diesel DB5,24.49
2026-08-24,Lima,Lima,San Juan De Lurigancho,VALNI S.A.C.,Diesel DB5,23.39
2026-08-24,Lima,Lima,San Juan De Lurigancho,ALTA VIDDA GAS S.A.C,Gasolina Premium,21.77
2026-08-24,Lima,Lima,San Juan De Lurigancho,CEPOCAR SRL,Gasolina Premium,20.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,CLARIGO S.A.C.,Gasolina Premium,21.80
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI  S.A.,Gasolina Premium,21.75
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A,Gasolina Premium,20.35
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A,Gasolina Premium,20.65
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A,Gasolina Premium,21.19
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A,Gasolina Premium,21.69
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A.,Gasolina Premium,20.59
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A.,Gasolina Premium,20.65
2026-08-24,Lima,Lima,San Juan De Lurigancho,CORPORACION DE PETROLEOS AM S.A.C.,Gasolina Premium,19.88
2026-08-24,Lima,Lima,San Juan De Lurigancho,CORPORACION JULCAN S.A.,Gasolina Premium,23.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,DISCOM SANTA ROSA S.A.C.,Gasolina Premium,20.00
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION AYLLU S.A.C.,Gasolina Premium,20.95
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION DE SERVICIO CORAZON  DE JESUS S.A.C.,Gasolina Premium,20.45
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION DE SERVICIOS CANTO GRANDE,Gasolina Premium,23.32
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION LOS JARDINES EIRL,Gasolina Premium,20.09
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION PETROGAS CAMPOY S.A.C.,Gasolina Premium,19.79
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACIONES ARGUELLES S.A.C,Gasolina Premium,21.49
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACIÓN DE SERVICIO PONCE  S.R.LTDA,Gasolina Premium,21.09
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACIÓN DE SERVICIOS TUSILAGOS,Gasolina Premium,20.80
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACIÓN SANTA ROSA,Gasolina Premium,19.67
2026-08-24,Lima,Lima,San Juan De Lurigancho,EXPLORIUM S.A.C.,Gasolina Premium,20.00
2026-08-24,Lima,Lima,San Juan De Lurigancho,EXPLORIUM S.A.C.,Gasolina Premium,20.00
2026-08-24,Lima,Lima,San Juan De Lurigancho,FIDEL SULLCA HUAMAN,Gasolina Premium,21.47
2026-08-24,Lima,Lima,San Juan De Lurigancho,GASOCENTRO  Y AUTOSERVICIOS REAL  SAC,Gasolina Premium,20.25
2026-08-24,Lima,Lima,San Juan De Lurigancho,GLMAR S.A.C.,Gasolina Premium,21.35
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFO GASOIL S.A.C.,Gasolina Premium,19.09
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFO LIBERTAD S.A.,Gasolina Premium,21.82
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFO VALCARD S.R.L.,Gasolina Premium,23.30
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFOS COPA S.A.C.,Gasolina Premium,19.68
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFOS VITO S.A,Gasolina Premium,23.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRUVENI SRL,Gasolina Premium,19.67
2026-08-24,Lima,Lima,San Juan De Lurigancho,INVERSIONES FIGUEROA S.R.L.,Gasolina Premium,20.79
2026-08-24,Lima,Lima,San Juan De Lurigancho,J.W. OLIVER S.A.C.,Gasolina Premium,19.69
2026-08-24,Lima,Lima,San Juan De Lurigancho,LOS CIRUELOS SAC,Gasolina Premium,20.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,NEGOCIACION YA S.A.C.,Gasolina Premium,19.81
2026-08-24,Lima,Lima,San Juan De Lurigancho,NEGOCIACIONES COMERCIALES NUEVO PERU E.I.R.L.,Gasolina Premium,22.93
2026-08-24,Lima,Lima,San Juan De Lurigancho,PETRO  LUMARA SAC,Gasolina Premium,21.18
2026-08-24,Lima,Lima,San Juan De Lurigancho,REPSOL COMERCIAL S.A.C.,Gasolina Premium,21.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,REPSOL COMERCIAL SAC,Gasolina Premium,21.19
2026-08-24,Lima,Lima,San Juan De Lurigancho,SERVICENTRO SAN HILARION S.A,Gasolina Premium,23.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,SHIN S.A.C.,Gasolina Premium,22.49
2026-08-24,Lima,Lima,San Juan De Lurigancho,SUCESION INDIVISA ARIAS ARZAPALO DEMETRIO,Gasolina Premium,20.59
2026-08-24,Lima,Lima,San Juan De Lurigancho,V & Q  ASOCIADOS  S.A.C,Gasolina Premium,21.79
2026-08-24,Lima,Lima,San Juan De Lurigancho,VALNI S.A.C.,Gasolina Premium,20.35
2026-08-24,Lima,Lima,San Juan De Lurigancho,ALTA VIDDA GAS S.A.C,Gasolina Regular,20.47
2026-08-24,Lima,Lima,San Juan De Lurigancho,CEPOCAR SRL,Gasolina Regular,19.65
2026-08-24,Lima,Lima,San Juan De Lurigancho,CLARIGO S.A.C.,Gasolina Regular,20.18
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI  S.A.,Gasolina Regular,19.85
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A,Gasolina Regular,19.25
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A,Gasolina Regular,19.35
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A,Gasolina Regular,19.65
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A,Gasolina Regular,19.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A.,Gasolina Regular,18.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,COESTI S.A.,Gasolina Regular,19.45
2026-08-24,Lima,Lima,San Juan De Lurigancho,CORPORACION DE PETROLEOS AM S.A.C.,Gasolina Regular,19.18
2026-08-24,Lima,Lima,San Juan De Lurigancho,CORPORACION JULCAN S.A.,Gasolina Regular,22.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,DISCOM SANTA ROSA S.A.C.,Gasolina Regular,19.00
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION AYLLU S.A.C.,Gasolina Regular,19.69
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION DE SERVICIO CORAZON  DE JESUS S.A.C.,Gasolina Regular,19.33
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION DE SERVICIOS CANTO GRANDE,Gasolina Regular,20.89
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION LOS JARDINES EIRL,Gasolina Regular,19.55
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACION PETROGAS CAMPOY S.A.C.,Gasolina Regular,18.89
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACIONES ARGUELLES S.A.C,Gasolina Regular,20.59
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACIÓN DE SERVICIO PONCE  S.R.LTDA,Gasolina Regular,19.96
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACIÓN DE SERVICIOS TUSILAGOS,Gasolina Regular,19.81
2026-08-24,Lima,Lima,San Juan De Lurigancho,ESTACIÓN SANTA ROSA,Gasolina Regular,19.15
2026-08-24,Lima,Lima,San Juan De Lurigancho,EXPLORIUM S.A.C.,Gasolina Regular,19.00
2026-08-24,Lima,Lima,San Juan De Lurigancho,EXPLORIUM S.A.C.,Gasolina Regular,19.00
2026-08-24,Lima,Lima,San Juan De Lurigancho,FIDEL SULLCA HUAMAN,Gasolina Regular,20.33
2026-08-24,Lima,Lima,San Juan De Lurigancho,GASOCENTRO  Y AUTOSERVICIOS REAL  SAC,Gasolina Regular,19.15
2026-08-24,Lima,Lima,San Juan De Lurigancho,GLMAR S.A.C.,Gasolina Regular,20.35
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFO GASOIL S.A.C.,Gasolina Regular,18.49
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFO LIBERTAD S.A.,Gasolina Regular,20.65
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFO VALCARD S.R.L.,Gasolina Regular,21.40
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFOS COPA S.A.C.,Gasolina Regular,18.98
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRIFOS VITO S.A,Gasolina Regular,22.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,GRUVENI SRL,Gasolina Regular,19.17
2026-08-24,Lima,Lima,San Juan De Lurigancho,INVERSIONES FAGAMA S.A.C.,Gasolina Regular,18.89
2026-08-24,Lima,Lima,San Juan De Lurigancho,INVERSIONES FIGUEROA S.R.L.,Gasolina Regular,19.59
2026-08-24,Lima,Lima,San Juan De Lurigancho,J.W. OLIVER S.A.C.,Gasolina Regular,18.69
2026-08-24,Lima,Lima,San Juan De Lurigancho,LOS CIRUELOS SAC,Gasolina Regular,19.59
2026-08-24,Lima,Lima,San Juan De Lurigancho,NEGOCIACIONES COMERCIALES NUEVO PERU E.I.R.L.,Gasolina Regular,21.55
2026-08-24,Lima,Lima,San Juan De Lurigancho,PETRO  LUMARA SAC,Gasolina Regular,19.48
2026-08-24,Lima,Lima,San Juan De Lurigancho,REPSOL COMERCIAL S.A.C.,Gasolina Regular,20.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,REPSOL COMERCIAL SAC,Gasolina Regular,19.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,SERVICENTRO SAN HILARION S.A,Gasolina Regular,22.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,SHIN S.A.C.,Gasolina Regular,20.99
2026-08-24,Lima,Lima,San Juan De Lurigancho,SUCESION INDIVISA ARIAS ARZAPALO DEMETRIO,Gasolina Regular,19.39
2026-08-24,Lima,Lima,San Juan De Lurigancho,V & Q  ASOCIADOS  S.A.C,Gasolina Regular,20.89
2026-08-24,Lima,Lima,San Juan De Lurigancho,VALNI S.A.C.,Gasolina Regular,19.25
2026-08-24,Lima,Lima,San Juan De Miraflores,ALLE ESTACIONES S.A.C.,Diesel DB5,23.45
2026-08-24,Lima,Lima,San Juan De Miraflores,BEZIM GROUP S.A.,Diesel DB5,23.79
2026-08-24,Lima,Lima,San Juan De Miraflores,COMERCIALIZADORA INDUSTRIAL LA MOLINA SAC,Diesel DB5,23.49
2026-08-24,Lima,Lima,San Juan De Miraflores,CONCESIONARIO PETRO SERVICE D.V. S.R.L.,Diesel DB5,23.49
2026-08-24,Lima,Lima,San Juan De Miraflores,EMPRESA DE TRANSPORTES SERVICIOS Y COMERCIALIZACION REYDA EIRL,Diesel DB5,23.59
2026-08-24,Lima,Lima,San Juan De Miraflores,EMPRESA DE TRANSPORTES UNIDOS DOCE DE NOVIEMBRE S.A.,Diesel DB5,25.99
2026-08-24,Lima,Lima,San Juan De Miraflores,ESTACION DE SERVICIOS MIRWAL S.A.C.,Diesel DB5,24.06
2026-08-24,Lima,Lima,San Juan De Miraflores,ESTACION DE SERVICIOS VAMA S.A.C.,Diesel DB5,24.99
2026-08-24,Lima,Lima,San Juan De Miraflores,GRIFOS ESPINOZA S.A.,Diesel DB5,23.49
2026-08-24,Lima,Lima,San Juan De Miraflores,GRIVAR S.A.,Diesel DB5,24.99
2026-08-24,Lima,Lima,San Juan De Miraflores,INVERSION QUINTO LYR EIRL,Diesel DB5,22.95
2026-08-24,Lima,Lima,San Juan De Miraflores,INVERSIONES LUISAGAS S.A.C.,Diesel DB5,23.59
2026-08-24,Lima,Lima,San Juan De Miraflores,INVERSIONES SATELITE S.A.C,Diesel DB5,24.99
2026-08-24,Lima,Lima,San Juan De Miraflores,INVERSIONES VENTURA A R E.I.R.L.,Diesel DB5,23.80
2026-08-24,Lima,Lima,San Juan De Miraflores,REPRESENTACIONES E INVERSIONES CAMAMA S.A.C.,Diesel DB5,23.99
2026-08-24,Lima,Lima,San Juan De Miraflores,REPSOL COMERCIAL S.A.C.,Diesel DB5,26.49
2026-08-24,Lima,Lima,San Juan De Miraflores,ALLE ESTACIONES S.A.C.,Gasolina Premium,20.79
2026-08-24,Lima,Lima,San Juan De Miraflores,BEZIM GROUP S.A.,Gasolina Premium,20.99
2026-08-24,Lima,Lima,San Juan De Miraflores,COMERCIALIZADORA INDUSTRIAL LA MOLINA SAC,Gasolina Premium,21.99
2026-08-24,Lima,Lima,San Juan De Miraflores,ESTACION DE SERVICIOS MIRWAL S.A.C.,Gasolina Premium,22.17
2026-08-24,Lima,Lima,San Juan De Miraflores,ESTACION DE SERVICIOS VAMA S.A.C.,Gasolina Premium,23.86
2026-08-24,Lima,Lima,San Juan De Miraflores,GRIFOS ESPINOZA S.A.,Gasolina Premium,20.99
2026-08-24,Lima,Lima,San Juan De Miraflores,GRIVAR S.A.,Gasolina Premium,22.99
2026-08-24,Lima,Lima,San Juan De Miraflores,INVERSION QUINTO LYR EIRL,Gasolina Premium,20.50
2026-08-24,Lima,Lima,San Juan De Miraflores,INVERSIONES LUISAGAS S.A.C.,Gasolina Premium,20.99
2026-08-24,Lima,Lima,San Juan De Miraflores,INVERSIONES SATELITE S.A.C,Gasolina Premium,23.99
2026-08-24,Lima,Lima,San Juan De Miraflores,INVERSIONES VENTURA A R E.I.R.L.,Gasolina Premium,21.50
2026-08-24,Lima,Lima,San Juan De Miraflores,REPSOL COMERCIAL S.A.C.,Gasolina Premium,24.49
2026-08-24,Lima,Lima,San Juan De Miraflores,ALLE ESTACIONES S.A.C.,Gasolina Regular,18.99
2026-08-24,Lima,Lima,San Juan De Miraflores,BEZIM GROUP S.A.,Gasolina Regular,19.99
2026-08-24,Lima,Lima,San Juan De Miraflores,COMERCIALIZADORA INDUSTRIAL LA MOLINA SAC,Gasolina Regular,19.99
2026-08-24,Lima,Lima,San Juan De Miraflores,CONCESIONARIO PETRO SERVICE D.V. S.R.L.,Gasolina Regular,19.99
2026-08-24,Lima,Lima,San Juan De Miraflores,EMPRESA DE TRANSPORTES SERVICIOS Y COMERCIALIZACION REYDA EIRL,Gasolina Regular,20.99
2026-08-24,Lima,Lima,San Juan De Miraflores,EMPRESA DE TRANSPORTES UNIDOS DOCE DE NOVIEMBRE S.A.,Gasolina Regular,21.18
2026-08-24,Lima,Lima,San Juan De Miraflores,ESTACION DE SERVICIOS MIRWAL S.A.C.,Gasolina Regular,21.60
2026-08-24,Lima,Lima,San Juan De Miraflores,ESTACION DE SERVICIOS VAMA S.A.C.,Gasolina Regular,22.32
2026-08-24,Lima,Lima,San Juan De Miraflores,GRIFOS ESPINOZA S.A.,Gasolina Regular,18.99
2026-08-24,Lima,Lima,San Juan De Miraflores,GRIVAR S.A.,Gasolina Regular,21.99
2026-08-24,Lima,Lima,San Juan De Miraflores,INVERSION QUINTO LYR EIRL,Gasolina Regular,19.50
2026-08-24,Lima,Lima,San Juan De Miraflores,INVERSIONES LUISAGAS S.A.C.,Gasolina Regular,19.99
2026-08-24,Lima,Lima,San Juan De Miraflores,INVERSIONES SATELITE S.A.C,Gasolina Regular,22.69
2026-08-24,Lima,Lima,San Juan De Miraflores,INVERSIONES VENTURA A R E.I.R.L.,Gasolina Regular,19.90
2026-08-24,Lima,Lima,San Juan De Miraflores,REPRESENTACIONES E INVERSIONES CAMAMA S.A.C.,Gasolina Regular,20.19
2026-08-24,Lima,Lima,San Juan De Miraflores,REPSOL COMERCIAL S.A.C.,Gasolina Regular,22.99
2026-08-24,Lima,Lima,San Luis,COESTI S.A.,Diesel DB5,23.39
2026-08-24,Lima,Lima,San Luis,COESTI S.A.,Diesel DB5,24.49
2026-08-24,Lima,Lima,San Luis,ESTACION DE SERVICIOS EL PINO E.I.R.L.,Diesel DB5,23.18
2026-08-24,Lima,Lima,San Luis,GLOBAL FUEL S.A.,Diesel DB5,24.99
2026-08-24,Lima,Lima,San Luis,INVERSIONES JIARA SAC,Diesel DB5,23.09
2026-08-24,Lima,Lima,San Luis,COESTI S.A.,Gasolina Premium,20.49
2026-08-24,Lima,Lima,San Luis,COESTI S.A.,Gasolina Premium,21.39
2026-08-24,Lima,Lima,San Luis,ESTACION DE SERVICIOS EL PINO E.I.R.L.,Gasolina Premium,20.48
2026-08-24,Lima,Lima,San Luis,GLOBAL FUEL S.A.,Gasolina Premium,20.77
2026-08-24,Lima,Lima,San Luis,INVERSIONES JIARA SAC,Gasolina Premium,20.44
2026-08-24,Lima,Lima,San Luis,REPSOL COMERCIAL S.A.C.,Gasolina Premium,21.65
2026-08-24,Lima,Lima,San Luis,COESTI S.A.,Gasolina Regular,19.49
2026-08-24,Lima,Lima,San Luis,COESTI S.A.,Gasolina Regular,19.49
2026-08-24,Lima,Lima,San Luis,ESTACION DE SERVICIOS EL PINO E.I.R.L.,Gasolina Regular,19.48
2026-08-24,Lima,Lima,San Luis,GLOBAL FUEL S.A.,Gasolina Regular,19.59
2026-08-24,Lima,Lima,San Luis,INVERSIONES JIARA SAC,Gasolina Regular,19.26
2026-08-24,Lima,Lima,San Luis,REPSOL COMERCIAL S.A.C.,Gasolina Regular,20.39
2026-08-24,Lima,Lima,San Martin De Porres,ADMINISTRACION DE GRIFOS LEP S.A.C.,Diesel DB5,22.89
2026-08-24,Lima,Lima,San Martin De Porres,COESTI S A,Diesel DB5,23.99
2026-08-24,Lima,Lima,San Martin De Porres,COESTI S.A,Diesel DB5,24.99
2026-08-24,Lima,Lima,San Martin De Porres,CONSORCIO KINZUKO S.A.C.,Diesel DB5,23.75
2026-08-24,Lima,Lima,San Martin De Porres,COPRINI S.A.C.,Diesel DB5,22.99
2026-08-24,Lima,Lima,San Martin De Porres,CORPORACION GEAMAR SAC,Diesel DB5,23.69
2026-08-24,Lima,Lima,San Martin De Porres,CORPORACION HA  SAC,Diesel DB5,23.94
2026-08-24,Lima,Lima,San Martin De Porres,CORPORACION JUDY S.A.C.,Diesel DB5,23.95
2026-08-24,Lima,Lima,San Martin De Porres,DELTA CHOCAS EIRL,Diesel DB5,23.10
2026-08-24,Lima,Lima,San Martin De Porres,EL GRIFITO S.A.,Diesel DB5,23.59
2026-08-24,Lima,Lima,San Martin De Porres,EMPRESA DE SERVICIOS DAYNE S.A.C.,Diesel DB5,23.38
2026-08-24,Lima,Lima,San Martin De Porres,ENERGIGAS S.A.C.,Diesel DB5,24.95
2026-08-24,Lima,Lima,San Martin De Porres,ESTACION SANTA RITA S.A.C.,Diesel DB5,23.65
2026-08-24,Lima,Lima,San Martin De Porres,EVER JUNIOR CARRASCO ORTEGA,Diesel DB5,23.99
2026-08-24,Lima,Lima,San Martin De Porres,FUEL STATION CONTRERAS S.A.C.,Diesel DB5,24.58
2026-08-24,Lima,Lima,San Martin De Porres,GRIFO CONTROL SAC,Diesel DB5,23.56
2026-08-24,Lima,Lima,San Martin De Porres,GRIFO DENNIS S.A.C.,Diesel DB5,23.49
2026-08-24,Lima,Lima,San Martin De Porres,GRIFO SAN DIEGO,Diesel DB5,23.09
2026-08-24,Lima,Lima,San Martin De Porres,GRIFO SAN IGNACIO SAC,Diesel DB5,26.49
2026-08-24,Lima,Lima,San Martin De Porres,GRIFO SERVITOR SA,Diesel DB5,22.99
2026-08-24,Lima,Lima,San Martin De Porres,GRIFOS ESPINOZA,Diesel DB5,24.99
2026-08-24,Lima,Lima,San Martin De Porres,GRUPO VENEZUELA SAC,Diesel DB5,23.98
2026-08-24,Lima,Lima,San Martin De Porres,H & P INGENIERÍA LÍQUIDA S.A.C.,Diesel DB5,22.99
2026-08-24,Lima,Lima,San Martin De Porres,INVERSIONES EL PIBE S.A.C.,Diesel DB5,24.39
2026-08-24,Lima,Lima,San Martin De Porres,INVERSIONES JULIO III SAC,Diesel DB5,22.99
2026-08-24,Lima,Lima,San Martin De Porres,INVERSIONES Y NEGOCIOS YOLANDA E.I.R.L.,Diesel DB5,23.97
2026-08-24,Lima,Lima,San Martin De Porres,JOSUE RUFO TANTAVILCA CHUQUILLANQUI,Diesel DB5,22.99
2026-08-24,Lima,Lima,San Martin De Porres,JUANA PONCE ZEGARRA,Diesel DB5,22.98
2026-08-24,Lima,Lima,San Martin De Porres,K.Y.T. S.A.C,Diesel DB5,25.15
2026-08-24,Lima,Lima,San Martin De Porres,MIOLENA S.A,Diesel DB5,23.39
2026-08-24,Lima,Lima,San Martin De Porres,PALACIOS GAMARRA PERCY JOEL,Diesel DB5,22.89
2026-08-24,Lima,Lima,San Martin De Porres,PETRO OLIMPO S.A.C.,Diesel DB5,22.87
2026-08-24,Lima,Lima,San Martin De Porres,PETRO SAN MARTIN S.A.C.,Diesel DB5,22.87
2026-08-24,Lima,Lima,San Martin De Porres,PETROMIX S.A.C.,Diesel DB5,22.98
2026-08-24,Lima,Lima,San Martin De Porres,R & M SOLUCIONES Y SERVICIOS GENERALES S.A.C.,Diesel DB5,22.69
2026-08-24,Lima,Lima,San Martin De Porres,REPSOL COMERCIAL S.A.C.,Diesel DB5,26.49
2026-08-24,Lima,Lima,San Martin De Porres,REPSOL COMERCIAL S.A.C.,Diesel DB5,26.49
2026-08-24,Lima,Lima,San Martin De Porres,SERVICENTRO Y TRANSPORTES  CONTRERAS S.A.C.,Diesel DB5,24.58
